#  Non-editable header begin --------------------------------------------------------------------------------
# 
#  data format...............: continuous
#  setname...................: S01 resampled_elist
#  filename..................: S01_250hzfilt.set
#  filepath..................: none_specified
#  nchan.....................: 59
#  pnts......................: 476750
#  srate.....................: 250
#  nevents...................: 1081
#  generated by (bdf)........: 
#  generated by (set)........: S01 resampled_elist
#  reported in ..............: 
#  prog Version..............: 8.10
#  creation date.............: 25-Nov-2021 16:34:37
#  user Account..............: 
# 
#  Non-editable header end --------------------------------------------------------------------------------




# item	 bepoch	  ecode	            label	      onset	          diff	     dura	b_flags	   a_flags	  enable	    bin
#                                                 (sec)           (msec)     (msec)    (binary)   (binary)


1     	0     	    -88	      Annotation	    188.4640	      0.00	    0.0	    00000000     00000000	   1	[       ]
2     	0     	    221	   "OrNopauseN1"	    299.0850	 110620.98	    0.0	    00000000     00000000	   1	[       ]
3     	0     	     35	    "OrNopauseV"	    299.7970	    712.01	    0.0	    00000000     00000000	   1	[       ]
4     	0     	    202	   "OrNopauseN2"	    300.5970	    799.99	    0.0	    00000000     00000000	   1	[       ]
5     	0     	 203221	    "OrNopauseC"	    301.1640	    567.02	    0.0	    00000000     00000000	   1	[       ]
6     	0     	 204221	   "OrNopauseN3"	    301.4800	    316.01	    0.0	    00000000     00000000	   1	[       ]
7     	0     	    255	  "OrNopauseEnd"	    303.2980	   1817.99	    0.0	    00000000     00000000	   1	[       ]
8     	0     	    222	     "Or200msN1"	    307.3070	   4009.00	    0.0	    00000000     00000000	   1	[       ]
9     	0     	     92	      "Or200msV"	    307.9130	    605.99	    0.0	    00000000     00000000	   1	[       ]
10    	0     	    202	     "Or200msN2"	    308.7130	    800.02	    0.0	    00000000     00000000	   1	[       ]
11    	0     	 203222	      "Or200msC"	    309.1630	    449.98	    0.0	    00000000     00000000	   1	[       ]
12    	0     	 204222	     "Or200msN3"	    309.7800	    617.00	    0.0	    00000000     00000000	   1	[       ]
13    	0     	    255	    "Or200msEnd"	    311.8800	   2100.01	    0.0	    00000000     00000000	   1	[       ]
14    	0     	    212	    "And200msN1"	    315.3580	   3478.00	    0.0	    00000000     00000000	   1	[       ]
15    	0     	     99	     "And200msV"	    316.1630	    804.99	    0.0	    00000000     00000000	   1	[       ]
16    	0     	    202	    "And200msN2"	    316.8470	    683.99	    0.0	    00000000     00000000	   1	[       ]
17    	0     	 203212	     "And200msC"	    317.4130	    566.01	    0.0	    00000000     00000000	   1	[       ]
