Number,Letter,type,Orientation,human,face_type,image,picture,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,stimulus_duration,CROSS.started,CROSS.stopped,BLANK.started,BLANK.stopped,TEST.started,TEST.stopped,key_JUDGE.keys,key_JUDGE.rt,key_JUDGE.started,key_JUDGE.stopped,image_2.started,image_2.stopped,ISI.started,ISI.stopped,q1.started,q1.stopped,q2.started,q2.stopped,q3.started,q3.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
230,G,N,225,L,N,230GN225LN,HLN,0,0,0,237,11.409373500035144,None,0.734,56.71053530002246,57.05330860003596,57.05330860003596,57.35302620002767,57.35302620002767,None,down,2.316685600031633,57.35302620002767,None,57.35302620002767,58.084997300000396,0.07032020000042394,None,,,,,,,,,34,001,2019_Dec_25_1420,untitled,3.1.0,60.17064392864929,
_,R,N,270,_,_,_RN270__,N,0,1,1,70,,,1.3760000000000001,59.77839460002724,60.1332909000339,60.1332909000339,60.43314979999559,60.43314979999559,None,up,3.1976021000300534,60.43314979999559,None,60.43314979999559,61.798950600030366,0.05710750003345311,None,,,,,,,,,34,001,2019_Dec_25_1420,untitled,3.1.0,60.17064392864929,
225,G,N,0,L,N,225GN000LN,HLN,0,2,2,232,,,0.724,63.70096530002775,64.04695830005221,64.06288570002653,64.3464444000274,64.36307850002777,None,down,2.483888099959586,64.36307850002777,None,64.36307850002777,65.0625696000061,0.06319710001116619,None,,,,,,,,,34,001,2019_Dec_25_1420,untitled,3.1.0,60.17064392864929,
_,G,N,135,_,_,_GN135__,N,0,3,3,59,,,1.391,66.93078690004768,67.26080250000814,67.27778120001312,67.56083370000124,67.57683510001516,None,None,,67.57683510001516,None,67.57683510001516,68.95906810002634,0.07501470000715926,None,,,,,,,,,34,001,2019_Dec_25_1420,untitled,3.1.0,60.17064392864929,
_,_5,M,225,_,_,__5M225__,N,0,4,4,45,,,1.071,71.11057640000945,71.45705900003668,71.47356100002071,71.75729190005222,71.77357700001448,71.11057640000945,None,,71.77357700001448,None,71.77357700001448,72.82261329999892,0.061410200025420636,None,,,,,,,,,34,001,2019_Dec_25_1420,untitled,3.1.0,60.17064392864929,
494,_5,M,225,L,N,494_5M225LN,HLN,0,5,5,189,,,0.713,75.33390980004333,75.65394950000336,75.67008390004048,75.9532968000276,75.96980240003904,75.33390980004333,up,1.768117900006473,75.96980240003904,None,75.96980240003904,76.66991830000188,0.08851750002941117,None,,,,,,,,,34,001,2019_Dec_25_1420,untitled,3.1.0,60.17064392864929,
462,_5,M,225,R,N,462_5M225RN,HRN,0,6,6,181,,,1.242,77.82270070002414,78.15129770000931,78.16820960002951,78.45126340002753,78.46789670002181,None,up,2.1486380000133067,78.46789670002181,None,78.46789670002181,79.69985070003895,0.07544839999172837,None,,,,,,,,,34,001,2019_Dec_25_1420,untitled,3.1.0,60.17064392864929,
464,_5,M,315,R,N,464_5M315RN,HRN,0,7,7,183,,,1.109,80.701962799998,81.03216270002304,81.04891210002825,81.33183640002972,81.34856920002494,None,down,3.0809279000386596,81.34856920002494,None,81.34856920002494,82.44719460001215,0.0761342000332661,None,,,,,,,,,34,001,2019_Dec_25_1420,untitled,3.1.0,60.17064392864929,
039,R,N,270,L,N,039RN270LN,HLN,0,8,8,206,,,0.837,84.49796030001016,84.84586240001954,84.8624647000106,85.14488900004653,85.1614372000331,None,up,3.0152159000281245,85.1614372000331,None,85.1614372000331,85.97818130004453,0.06130719999782741,None,,,,,,,,,34,001,2019_Dec_25_1420,untitled,3.1.0,60.17064392864929,
_,G,M,0,_,_,_GM000__,N,0,9,9,8,,,0.807,88.26235279999673,88.592240100028,88.60848160000751,88.89131640002597,88.90856790001271,None,down,1.898992799979169,88.90856790001271,None,88.90856790001271,89.69109880004544,0.0770438999752514,None,,,,,,,,,34,001,2019_Dec_25_1420,untitled,3.1.0,60.17064392864929,
