Number,Letter,type,Orientation,human,face_type,image,picture,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,stimulus_duration,CROSS.started,CROSS.stopped,BLANK.started,BLANK.stopped,TEST.started,TEST.stopped,key_JUDGE.keys,key_JUDGE.rt,key_JUDGE.started,key_JUDGE.stopped,image_2.started,image_2.stopped,ISI.started,ISI.stopped,q1.started,q1.stopped,q2.started,q2.stopped,q3.started,q3.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
202,G,M,45,R,N,202GM045RN,HRN,0,0,0,129,42.19205749989487,None,1.333,49.697937099961564,49.697937099961564,49.697937099961564,49.850438100053,49.850438100053,None,down,2.605271600186825,49.850438100053,None,49.850438100053,51.034118299838156,0.5470111998729408,None,,,,,,,,,53,001,2020_Jan_10_1604,untitled,3.1.0,60.245064875367554,
208,G,M,315,R,N,208GM315RN,HRN,0,1,1,135,,,0.8300000000000001,52.678708399878815,52.966299399966374,52.966299399966374,53.18256079987623,53.20001519983634,None,down,1.9678334000054747,53.20001519983634,None,53.20001519983634,54.018989299889654,0.20155889983288944,None,,,,,,,,,53,001,2020_Jan_10_1604,untitled,3.1.0,60.245064875367554,
130,F,N,45,R,N,130FN045RN,HRN,0,2,2,209,,,0.8310000000000001,55.569126799935475,55.864154699957,55.864154699957,55.898833099985495,55.91528439987451,None,up,3.102366000181064,55.91528439987451,None,55.91528439987451,56.72975429985672,0.37328139995224774,None,,,,,,,,,53,001,2020_Jan_10_1604,untitled,3.1.0,60.245064875367554,
232,G,N,315,L,N,232GN315LN,HLN,0,3,3,239,,,0.7020000000000001,59.399782199878246,59.6956161998678,59.6956161998678,59.72668519988656,59.74359770002775,None,up,1.9166477001272142,59.74359770002775,None,59.74359770002775,60.442589399870485,0.3703175000846386,None,,,,,,,,,53,001,2020_Jan_10_1604,untitled,3.1.0,60.245064875367554,
_,_4,N,90,_,_,__4N090__,N,0,4,4,82,,,1.395,62.010912499856204,62.30777359986678,62.30777359986678,62.374487299937755,62.391322599956766,None,up,2.931568899890408,62.391322599956766,None,62.391322599956766,63.77325079985894,0.3367934999987483,None,,,,,,,,,53,001,2020_Jan_10_1604,untitled,3.1.0,60.245064875367554,
198,G,N,225,R,N,198GN225RN,HRN,0,5,5,229,,,1.231,65.56740429997444,65.8549772000406,65.8549772000406,66.03841549996287,66.05606079986319,None,up,2.782437300076708,66.05606079986319,None,66.05606079986319,67.27096399990842,0.22662169998511672,None,,,,,,,,,53,001,2020_Jan_10_1604,untitled,3.1.0,60.245064875367554,
267,_2,M,90,R,N,267_2M090RN,HRN,0,6,6,146,,,0.937,69.05872319987975,69.35149899986573,69.35149899986573,69.55191699997522,69.57018439983949,None,down,2.8992651000153273,69.57018439983949,None,69.57018439983949,70.48652659985237,0.2032211001496762,None,,,,,,,,,53,001,2020_Jan_10_1604,untitled,3.1.0,60.245064875367554,
488,_5,N,315,L,N,488_5N315LN,HLN,0,7,7,287,,,0.901,72.77658149995841,73.06693189986981,73.06693189986981,73.18152999994345,73.19830789999105,None,up,1.9021236000116915,73.19830789999105,None,73.19830789999105,74.08065099990927,0.29448310006409883,None,,,,,,,,,53,001,2020_Jan_10_1604,untitled,3.1.0,60.245064875367554,
_,_2,M,90,_,_,__2M090__,N,0,8,8,26,,,1.157,75.46317210001871,75.76252089999616,75.76252089999616,75.81256969994865,75.83107399987057,None,down,2.1468815999105573,75.83107399987057,None,75.83107399987057,76.97822499996983,0.34913209988735616,None,,,,,,,,,53,001,2020_Jan_10_1604,untitled,3.1.0,60.245064875367554,
271,_2,M,270,R,N,271_2M270RN,HRN,0,9,9,150,,,1.2570000000000001,78.31849649990909,78.61088169994764,78.61088169994764,78.6969852000475,78.7121464998927,None,down,3.167143699945882,78.7121464998927,None,78.7121464998927,79.96008199988864,0.323387699900195,None,,,,,,,,,53,001,2020_Jan_10_1604,untitled,3.1.0,60.245064875367554,
