Number,Letter,type,Orientation,human,face_type,image,picture,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,stimulus_duration,CROSS.started,CROSS.stopped,BLANK.started,BLANK.stopped,TEST.started,TEST.stopped,key_JUDGE.keys,key_JUDGE.started,key_JUDGE.stopped,image_2.started,image_2.stopped,ISI.started,ISI.stopped,key_JUDGE.rt,q1.started,q1.stopped,q2.started,q2.stopped,q3.started,q3.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
237,G,M,180,L,N,237GM180LN,HLN,0,0,0,140,497.62169130000984,None,1.188,535.2010263000266,535.5389465999906,535.5559537999798,535.8386824000045,535.8555942000239,None,None,535.8555942000239,None,535.8555942000239,537.0209106000257,0.06671610003104433,None,,,,,,,,,,11,001,2019_Dec_25_0928,untitled,3.1.0,60.02952252034714,
_,_2,N,225,_,_,__2N225__,N,0,1,1,77,,,1.046,539.4196646999917,539.7688330999808,539.78551289998,540.068475099979,540.085299599974,539.4196646999917,None,540.085299599974,None,540.085299599974,541.1174663000274,0.059540800051763654,None,,,,,,,,,,11,001,2019_Dec_25_0928,untitled,3.1.0,60.02952252034714,
451,_5,N,90,R,N,451_5N090RN,HRN,0,2,2,274,,,0.768,543.6163427999709,543.9653763999813,543.9819958999869,544.2651366000064,544.2819018000155,543.6163427999709,down,544.2819018000155,None,544.2819018000155,545.0306208999828,0.060466599999926984,None,2.7021371999871917,,,,,,,,,11,001,2019_Dec_25_0928,untitled,3.1.0,60.02952252034714,
201,G,M,0,R,N,201GM000RN,HRN,0,3,3,128,,,1.068,547.0754346000031,547.3955146999797,547.4121556999744,547.6957756999764,547.7120245000115,None,down,547.7120245000115,None,547.7120245000115,548.7610153999995,0.08018579997587949,None,2.847883800044656,,,,,,,,,11,001,2019_Dec_25_0928,untitled,3.1.0,60.02952252034714,
161,F,N,0,L,N,161FN000LN,HLN,0,4,4,216,,,1.122,550.6264755000011,550.9757356999908,550.9923776999931,551.2755816000281,551.2917158000055,None,None,551.2917158000055,None,551.2917158000055,552.3925823000027,0.05904920003376901,None,,,,,,,,,,11,001,2019_Dec_25_0928,untitled,3.1.0,60.02952252034714,
_,_5,M,45,_,_,__5M045__,N,0,5,5,41,,,1.188,554.8225590999937,555.171866299992,555.188647300005,555.4719656999805,555.4883545999764,554.8225590999937,down,555.4883545999764,None,555.4883545999764,556.6541961000185,0.05868630000622943,None,3.398537600005511,,,,,,,,,11,001,2019_Dec_25_0928,untitled,3.1.0,60.02952252034714,
001,R,N,0,R,N,001RN000RN,HRN,0,6,6,192,,,0.75,558.9585871999734,559.3015570999705,559.3178940999787,559.6012955000042,559.6183510000119,None,up,559.6183510000119,None,559.6183510000119,560.3509533000179,0.06499099999200553,None,1.817365900031291,,,,,,,,,11,001,2019_Dec_25_0928,untitled,3.1.0,60.02952252034714,
292,_2,N,135,L,N,292_2N135LN,HLN,0,7,7,251,,,1.213,561.5042641999898,561.8496739999973,561.8663889999734,562.1499896000023,562.1662890000152,None,down,562.1662890000152,None,562.1662890000152,563.3648440000252,0.06170239998027682,None,2.1652899000328034,,,,,,,,,11,001,2019_Dec_25_0928,untitled,3.1.0,60.02952252034714,
271,_2,M,270,R,N,271_2M270RN,HRN,0,8,8,150,,,1.177,564.4303835000028,564.7465974999941,564.7639513000031,565.0463855999988,565.0640412999783,None,None,565.0640412999783,None,565.0640412999783,566.2288860999979,0.08950709999771789,None,,,,,,,,,,11,001,2019_Dec_25_0928,untitled,3.1.0,60.02952252034714,
131,F,N,90,R,N,131FN090RN,HRN,0,9,9,210,,,1.391,568.5967806000262,568.9433866000036,568.959987899987,569.243401499989,569.2617540999781,568.5967806000262,up,569.2617540999781,None,569.2617540999781,570.6247086999938,0.06034540000837296,None,2.480801999976393,,,,,,,,,11,001,2019_Dec_25_0928,untitled,3.1.0,60.02952252034714,
291,_2,N,90,L,N,291_2N090LN,HLN,0,10,10,250,,,0.838,571.8145849999855,572.1573287000065,572.1738309999928,572.4570882000262,572.4739778999938,None,up,572.4739778999938,None,572.4739778999938,573.2895902000018,0.0648710000095889,None,2.414822099963203,,,,,,,,,11,001,2019_Dec_25_0928,untitled,3.1.0,60.02952252034714,
144,F,M,315,R,N,144FM315RN,HRN,0,11,11,119,,,1.033,574.9597257000278,575.3042015000246,575.3208035000134,575.6038241999922,575.6208684999729,None,down,575.6208684999729,None,575.6208684999729,576.6368927999865,0.06364410003880039,None,2.24867160001304,,,,,,,,,11,001,2019_Dec_25_0928,untitled,3.1.0,60.02952252034714,
_,G,N,180,_,_,_GN180__,N,0,12,12,60,,,1.1500000000000001,577.9396591000259,578.2848289000103,578.301730200008,578.5847500999807,578.6013591000228,None,up,578.6013591000228,None,578.6013591000228,579.7345939999796,0.06347779999487102,None,3.034706800011918,,,,,,,,,11,001,2019_Dec_25_0928,untitled,3.1.0,60.02952252034714,
011,R,M,90,R,N,011RM090RN,HRN,0,13,13,98,,,0.8200000000000001,581.7044435999705,582.0487078999868,582.0656008999795,582.3483015000238,582.364705200016,None,down,582.364705200016,None,582.364705200016,583.164589299995,0.061826799996197224,None,2.3020910000195727,,,,,,,,,11,001,2019_Dec_25_0928,untitled,3.1.0,60.02952252034714,
420,_4,N,135,L,N,420_4N135LN,HLN,0,14,14,267,,,1.028,584.7358578999992,585.0792356000165,585.0962875999976,585.3790468000225,585.3957912999904,None,up,585.3957912999904,None,585.3957912999904,586.411276000028,0.062367299979086965,None,2.264862899959553,,,,,,,,,11,001,2019_Dec_25_0928,untitled,3.1.0,60.02952252034714,
_,_5,N,225,_,_,__5N225__,N,0,15,15,93,,,0.757,587.7289958000183,588.0771043000277,588.095080900006,588.3764979999978,588.3930211000261,None,down,588.3930211000261,None,588.3930211000261,589.1257560999948,0.06033090001437813,None,1.866861600021366,,,,,,,,,11,001,2019_Dec_25_0928,untitled,3.1.0,60.02952252034714,
_,R,N,315,_,_,_RN315__,N,0,16,16,71,,,0.988,590.3329452999751,590.6745059000095,590.6916583999991,590.9741769999964,590.9909454999724,None,up,590.9909454999724,None,590.9909454999724,591.9572905999958,0.06532679998781532,None,2.6812052999739535,,,,,,,,,11,001,2019_Dec_25_0928,untitled,3.1.0,60.02952252034714,
496,_5,M,315,L,N,496_5M315LN,HLN,0,17,17,191,,,1.04,593.7467706999741,594.0878939999966,594.105932299979,594.3891200000071,594.4046248000232,None,None,594.4046248000232,None,594.4046248000232,595.4215374999912,0.06786030001239851,None,,,,,,,,,,11,001,2019_Dec_25_0928,untitled,3.1.0,60.02952252034714,
_,G,M,315,_,_,_GM315__,N,0,18,18,15,,,0.7010000000000001,597.9367100999807,598.2843859000131,598.3011622999911,598.5847518999944,598.6008855000255,597.9367100999807,down,598.6008855000255,None,598.6008855000255,599.2836467999732,0.059749300009571016,None,1.9827152999932878,,,,,,,,,11,001,2019_Dec_25_0928,untitled,3.1.0,60.02952252034714,
399,_4,M,270,R,N,399_4M270RN,HRN,0,19,19,166,,,0.991,600.6585714999819,600.9984158999869,601.0161692000111,601.2985045000096,601.3151116999798,None,down,601.3151116999798,None,601.3151116999798,602.2810236000223,0.06773640000028536,None,2.048661999986507,,,,,,,,,11,001,2019_Dec_25_0928,untitled,3.1.0,60.02952252034714,
_,_4,M,180,_,_,__4M180__,N,0,20,20,36,,,1.3,603.4315191999776,603.7800341999973,603.7980539000127,604.0794154999894,604.0957081000088,None,up,604.0957081000088,None,604.0957081000088,605.3781427000067,0.06095960002858192,None,2.964824199967552,,,,,,,,,11,001,2019_Dec_25_0928,untitled,3.1.0,60.02952252034714,
488,_5,N,315,L,N,488_5N315LN,HLN,0,21,21,287,,,1.1360000000000001,607.1297026000102,607.4766940000118,607.4935927999904,607.7769471000065,607.7959474999807,None,down,607.7959474999807,None,607.7959474999807,608.9083865000284,0.06200470001203939,None,2.1121318000368774,,,,,,,,,11,001,2019_Dec_25_0928,untitled,3.1.0,60.02952252034714,
014,R,M,225,R,N,014RM225RN,HRN,0,22,22,101,,,1.139,609.980728399998,610.3247533999966,610.340864799975,610.6239606000017,610.6423023000243,None,None,610.6423023000243,None,610.6423023000243,611.7560458999942,0.0652983000036329,None,,,,,,,,,,11,001,2019_Dec_25_0928,untitled,3.1.0,60.02952252034714,
_,_4,N,225,_,_,__4N225__,N,0,23,23,85,,,1.347,614.1943442000193,614.5205082999892,614.5372336999862,614.8198833999922,614.8365499000065,614.1943442000193,None,614.8365499000065,None,614.8365499000065,616.16902999999,0.08267050003632903,None,,,,,,,,,,11,001,2019_Dec_25_0928,untitled,3.1.0,60.02952252034714,
_,R,M,45,_,_,_RM045__,N,0,24,24,17,,,0.779,618.3761663999758,618.7174323999789,618.7331937000272,619.0164277000003,619.0338479999918,618.3761663999758,up,619.0338479999918,None,619.0338479999918,619.7990453999955,0.06878470000810921,None,3.214817599975504,,,,,,,,,11,001,2019_Dec_25_0928,untitled,3.1.0,60.02952252034714,
010,R,M,45,R,N,010RM045RN,HRN,0,25,25,97,,,0.736,622.3162685999996,622.663071100018,622.679718600004,622.9629982999759,622.9794037999818,None,None,622.9794037999818,None,622.9794037999818,623.6952910000109,0.06099430000176653,None,,,,,,,,,,11,001,2019_Dec_25_0928,untitled,3.1.0,60.02952252034714,
_,_4,N,180,_,_,__4N180__,N,0,26,26,84,,,1.217,626.5140081000281,626.8598099999945,626.8763980999938,627.1597022999777,627.176306599984,626.5140081000281,up,627.176306599984,None,627.176306599984,628.3748590999749,0.06154630001401529,None,3.196856399998069,,,,,,,,,11,001,2019_Dec_25_0928,untitled,3.1.0,60.02952252034714,
_,_4,N,315,_,_,__4N315__,N,0,27,27,87,,,0.8140000000000001,630.4408371999743,630.789929200022,630.8061457999866,631.0897003000136,631.1055282999878,None,up,631.1055282999878,None,631.1055282999878,631.9046031999751,0.0601096999598667,None,1.9509653999703005,,,,,,,,,11,001,2019_Dec_25_0928,untitled,3.1.0,60.02952252034714,
139,F,M,90,R,N,139FM090RN,HRN,0,28,28,114,,,0.731,633.1232801000006,633.4707809999818,633.4868734999909,633.7701295000152,633.7868868000223,None,down,633.7868868000223,None,633.7868868000223,634.502805199998,0.06041949999053031,None,2.8992678999784403,,,,,,,,,11,001,2019_Dec_25_0928,untitled,3.1.0,60.02952252034714,
397,_4,M,180,R,N,397_4M180RN,HRN,0,29,29,164,,,1.078,636.7566171999788,637.1010778999771,637.1172766999807,637.4008448999957,637.4183412999846,None,up,637.4183412999846,None,637.4183412999846,638.4829951000283,0.06355810002423823,None,2.814188699994702,,,,,,,,,11,001,2019_Dec_25_0928,untitled,3.1.0,60.02952252034714,
